Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1294538,1292438,1293501
Lithuania,LTU,"Population, total",SP.POP.TOTL,2801543,2794137,2794700
Lithuania,LTU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.7,81,..
Lithuania,LTU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.9,71.5,..
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.0126873326864,71.212748780429,..
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3143519412,3181612183,3219257641
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3212133376,3250435159,3288243181
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6357646877,6434033786,6509474374
Low & middle income,LMY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.2195500931371,73.4176050861055,..
Low & middle income,LMY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.9409098002707,69.1395136402353,..
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.3874993839884,63.7277492102326,..
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,316639810,324971017,333577700
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,314507422,322899806,331571335
Low income,LIC,"Population, total",SP.POP.TOTL,631147232,647870823,665149035
Low income,LIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.2930295399084,65.6341751963622,..
Low income,LIC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,61.493309199304,61.8302234292578,..
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8696371531745,69.0884916733125,..
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1591113902,1613539076,1635881959
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1648917964,1671877791,1694770588
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3240031866,3285416867,3330652547
Lower middle income,LMC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.6557326308604,70.8872053640441,..
Lower middle income,LMC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.2024213442095,67.409637455921,..
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2951219512195,82.4463414634146,..
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,301174,306733,312502
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,306776,313268,319773
Luxembourg,LUX,"Population, total",SP.POP.TOTL,607950,620001,632275
Luxembourg,LUX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.6,84.7,..
Luxembourg,LUX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.1,80.3,..
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.118,84.244,..
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,328312,332740,337242
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,303321,307706,312100
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,631633,640446,649342
"Macao SAR, China",MAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,87.051,87.179,..
"Macao SAR, China",MAC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.149,81.281,..
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.681,67.041,..
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,13163713,13516377,13876400
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,13098600,13452929,13814619
Madagascar,MDG,"Population, total",SP.POP.TOTL,26262313,26969306,27691019
Madagascar,MDG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.301,68.682,..
Madagascar,MDG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.077,65.417,..
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.798,64.263,..
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,9198885,9443471,9695918
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,8944330,9185278,9434037
Malawi,MWI,"Population, total",SP.POP.TOTL,18143215,18628749,19129955
Malawi,MWI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.937,67.413,..
Malawi,MWI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.651,61.101,..
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.997,76.156,..
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,15315852,15526625,15735185
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,16212181,16423164,16630813
Malaysia,MYS,"Population, total",SP.POP.TOTL,31528033,31949789,32365998
Malaysia,MYS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.167,78.317,..
Malaysia,MYS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.075,74.234,..
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.627,78.921,..
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,192177,194887,197614
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,323527,336070,342928
Maldives,MDV,"Population, total",SP.POP.TOTL,515704,530957,540542
Maldives,MDV,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.499,80.779,..
Maldives,MDV,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.229,77.523,..
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.893,59.306,..
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,9527621,9813486,10105660
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,9550134,9844537,10145174
Mali,MLI,"Population, total",SP.POP.TOTL,19077755,19658023,20250834
Mali,MLI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.649,60.085,..
Mali,MLI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.137,58.529,..
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4487804878049,82.6,..
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,241701,251351,261869
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,242929,252711,263416
Malta,MLT,"Population, total",SP.POP.TOTL,484630,504062,525285
Malta,MLT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.6,84.7,..
Malta,MLT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.4,80.6,..
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,58412,58791,59194
Marshall Islands,MHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Marshall Islands,MHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.704,64.925,..
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2193847,2253855,2314679
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2209465,2271843,2334981
Mauritania,MRT,"Population, total",SP.POP.TOTL,4403312,4525698,4649660
Mauritania,MRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.292,66.515,..
Mauritania,MRT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.082,63.305,..
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4163414634146,74.2358536585366,..
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,639954,640695,641234
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,625349,625016,624506
Mauritius,MUS,"Population, total",SP.POP.TOTL,1265303,1265711,1265740
Mauritius,MUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.72,77.56,..
Mauritius,MUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.27,71.07,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.992,75.054,..
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,64469963,65172136,65861267
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,61720819,62403393,63071486
Mexico,MEX,"Population, total",SP.POP.TOTL,126190782,127575529,128932753
Mexico,MEX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.844,77.879,..
Mexico,MEX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.118,72.203,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.755,67.883,..
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,55368,55944,56541
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,57272,57867,58480
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112640,113811,115021
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.454,69.596,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.117,66.232,..
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.0888330897789,74.2705887609257,..
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,216428633,220102343,223874467
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,232545599,236607153,240679656
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,448974232,456709496,464554123
Middle East & North Africa,MEA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.9098412306194,76.0784838176075,..
Middle East & North Africa,MEA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.4409329791917,72.632566057836,..
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5873387037914,73.7775893150047,..
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,189932241,193192029,196537067
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,193022926,196265046,199610776
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,382955167,389457075,396147843
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.516117721114,75.6927048240018,..
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.7615223295444,71.9609572164623,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5836236325898,73.7742356819193,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,187680703,190882896,194169576
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,190705377,193888873,197174998
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,378386080,384771769,391344574
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.5151713987399,75.6919512318799,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.7554281171422,71.9553805149252,..
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8531277650244,72.050865239648,..
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2826879602,2856641166,2885679941
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,2897625954,2927535353,2956671846
Middle income,MIC,"Population, total",SP.POP.TOTL,5726499645,5786162963,5844325339
Middle income,MIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.1074025365733,74.3030467569471,..
Middle income,MIC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.7492700587306,69.945710015867,..
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.808,71.901,..
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1409234,1386811,1364089
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1298980,1276440,1253731
Moldova,MDA,"Population, total",SP.POP.TOTL,2708214,2663251,2617820
Moldova,MDA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.074,76.157,..
Moldova,MDA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.53,67.624,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,38682,38967,39244
Monaco,MCO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Monaco,MCO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.689,69.87,..
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1606333,1635234,1663253
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1563881,1589932,1615039
Mongolia,MNG,"Population, total",SP.POP.TOTL,3170214,3225166,3278292
Mongolia,MNG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.961,74.142,..
Mongolia,MNG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.631,65.799,..
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.77,76.884,..
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,314592,314469,314292
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,307635,307559,307426
Montenegro,MNE,"Population, total",SP.POP.TOTL,622227,622028,621718
Montenegro,MNE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.199,79.303,..
Montenegro,MNE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.317,74.441,..
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.453,76.68,..
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,18160047,18378703,18593671
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,17869042,18093063,18316887
Morocco,MAR,"Population, total",SP.POP.TOTL,36029089,36471766,36910558
Morocco,MAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.668,77.895,..
Morocco,MAR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.19,75.423,..
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.163,60.854,..
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,15183127,15620192,16067200
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,14312882,14745851,15188235
Mozambique,MOZ,"Population, total",SP.POP.TOTL,29496009,30366043,31255435
Mozambique,MOZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.966,63.671,..
Mozambique,MOZ,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,57.114,57.782,..
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.867,67.134,..
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27825150,28000756,28189604
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,25883168,26044666,26220190
Myanmar,MMR,"Population, total",SP.POP.TOTL,53708318,54045422,54409794
Myanmar,MMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.874,70.119,..
Myanmar,MMR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.761,64.046,..
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.373,63.708,..
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,1262189,1285662,1309233
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,1186111,1208862,1231683
Namibia,NAM,"Population, total",SP.POP.TOTL,2448300,2494524,2540916
Namibia,NAM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.18,66.516,..
Namibia,NAM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.357,60.685,..
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Nauru,NRU,"Population, total",SP.POP.TOTL,10678,10764,10834
Nauru,NRU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Nauru,NRU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.478,70.778,..
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,15322093,15561762,15788373
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,12773619,13046953,13348435
Nepal,NPL,"Population, total",SP.POP.TOTL,28095712,28608715,29136808
Nepal,NPL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.9,72.208,..
Nepal,NPL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.989,69.259,..
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8121951219512,82.0121951219512,..
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8653884,8706652,8751402
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,8577740,8638222,8689737
Netherlands,NLD,"Population, total",SP.POP.TOTL,17231624,17344874,17441139
Netherlands,NLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.4,83.6,..
Netherlands,NLD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.3,80.5,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4341463414634,77.6341463414634,..
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,134408,134837,135263
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,136242,136463,136697
New Caledonia,NCL,"Population, total",SP.POP.TOTL,270650,271300,271960
New Caledonia,NCL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.2,80.4,..
New Caledonia,NCL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.8,75,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8585365853659,81.7073170731707,..
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,2491356,2531675,2585329
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,2409244,2447625,2498971
New Zealand,NZL,"Population, total",SP.POP.TOTL,4900600,4979300,5084300
New Zealand,NZL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.6,83.5,..
New Zealand,NZL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.2,80,..
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.275,74.485,..
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,3278831,3319519,3359705
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,3186671,3225984,3264849
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6465502,6545503,6624554
Nicaragua,NIC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.77,77.982,..
Nicaragua,NIC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.741,70.944,..
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.024,62.42,..
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,11170022,11596258,12036471
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,11272809,11714461,12170165
Niger,NER,"Population, total",SP.POP.TOTL,22442831,23310719,24206636
Niger,NER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.212,63.621,..
Niger,NER,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.9,61.281,..
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.332,54.687,..
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,96636957,99131729,101669950
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,99237728,101831874,104469637
Nigeria,NGA,"Population, total",SP.POP.TOTL,195874685,200963603,206139587
Nigeria,NGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,55.244,55.619,..
Nigeria,NGA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,53.45,53.789,..
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9867913071173,79.1233025829812,..
North America,NAC,"Population, female",SP.POP.TOTL.FE.IN,183796416,184806690,185591988
North America,NAC,"Population, male",SP.POP.TOTL.MA.IN,180106961,181116647,181897373
North America,NAC,"Population, total",SP.POP.TOTL,363967296,365987250,367553264
North America,NAC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.5048651938893,81.6869496878062,..
North America,NAC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.58794934972,76.6810796602258,..
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.688,75.797,..
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,1040780,1041153,1041249
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,1042177,1042305,1042131
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2082957,2083458,2083380
North Macedonia,MKD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.736,77.846,..
North Macedonia,MKD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.684,73.794,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,56889,57213,57557
Northern Mariana Islands,MNP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Northern Mariana Islands,MNP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7585365853659,82.9073170731707,..
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2630707,2646723,2660602
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2681209,2701173,2718873
Norway,NOR,"Population, total",SP.POP.TOTL,5311916,5347896,5379475
Norway,NOR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5,84.7,..
Norway,NOR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.1,81.2,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Not classified,INX,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Not classified,INX,"Population, total",SP.POP.TOTL,..,..,..
Not classified,INX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Not classified,INX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1045337094175,80.2050898906992,..
OECD members,OED,"Population, female",SP.POP.TOTL.FE.IN,690048213,693344574,696269064
OECD members,OED,"Population, male",SP.POP.TOTL.MA.IN,667971203,671497318,674589688
OECD members,OED,"Population, total",SP.POP.TOTL,1358019416,1364841892,1370858752
OECD members,OED,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.786487655143,82.8680325837179,..
OECD members,OED,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.5177685337372,77.6350948262224,..
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.633,77.861,..
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,1642702,1690544,1736392
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,3186774,3284448,3370230
Oman,OMN,"Population, total",SP.POP.TOTL,4829476,4974992,5106622
Oman,OMN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.134,80.343,..
Oman,OMN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.89,76.127,..
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5468133901557,68.8218761881033,..
Other small states,OSS,"Population, female",SP.POP.TOTL.FE.IN,14395696,14654784,14913110
Other small states,OSS,"Population, male",SP.POP.TOTL.MA.IN,16330989,16672611,16994738
Other small states,OSS,"Population, total",SP.POP.TOTL,30760469,31361259,31941786
Other small states,OSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.2085240509385,70.4862041476695,..
Other small states,OSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.0641472902223,67.3391736983488,..
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.9290487994467,70.079731488335,..
Pacific island small states,PSS,"Population, female",SP.POP.TOTL.FE.IN,1161232,1179109,1197245
Pacific island small states,PSS,"Population, male",SP.POP.TOTL.MA.IN,1195598,1213558,1231801
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2455336,2491878,2528958
Pacific island small states,PSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.8748098786461,72.0477848231164,..
Pacific island small states,PSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.1267275079082,68.252097773654,..
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.114,67.273,..
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,103011525,105117736,107220324
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,109216763,111447581,113672007
Pakistan,PAK,"Population, total",SP.POP.TOTL,212228288,216565317,220892331
Pakistan,PAK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.109,68.287,..
Pakistan,PAK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.194,66.337,..
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Palau,PLW,"Population, total",SP.POP.TOTL,17911,18001,18092
Palau,PLW,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Palau,PLW,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.329,78.506,..
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,2084482,2120006,2154888
