Country Name,Country Code,Series,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Latvia,LVA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,37.6705017089844,..,..
Latvia,LVA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,70.1639022827148,..,..
Latvia,LVA,"Labor force, total",SL.TLF.TOTL.IN,1000226,985032,..
Least developed countries: UN classification,LDC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Least developed countries: UN classification,LDC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Least developed countries: UN classification,LDC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Least developed countries: UN classification,LDC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Least developed countries: UN classification,LDC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Least developed countries: UN classification,LDC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Least developed countries: UN classification,LDC,"Labor force, total",SL.TLF.TOTL.IN,411064442,422862665,..
Lebanon,LBN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Lebanon,LBN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Lebanon,LBN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Lebanon,LBN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Lebanon,LBN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Lebanon,LBN,"Labor force, total",SL.TLF.TOTL.IN,2381501,2399073,..
Lending category not classified,LNX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Lending category not classified,LNX,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Lending category not classified,LNX,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Lending category not classified,LNX,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Lending category not classified,LNX,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Lending category not classified,LNX,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Lending category not classified,LNX,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Lesotho,LSO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.98519,..,..
Lesotho,LSO,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,8.01112,..,..
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Lesotho,LSO,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Lesotho,LSO,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Lesotho,LSO,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Lesotho,LSO,"Labor force, total",SL.TLF.TOTL.IN,962772,974814,..
Liberia,LBR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.58412,..,..
Liberia,LBR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Liberia,LBR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Liberia,LBR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Liberia,LBR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Liberia,LBR,"Labor force, total",SL.TLF.TOTL.IN,2165501,2232214,..
Libya,LBY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Libya,LBY,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Libya,LBY,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Libya,LBY,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Libya,LBY,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Libya,LBY,"Labor force, total",SL.TLF.TOTL.IN,2380602,2422193,..
Liechtenstein,LIE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Liechtenstein,LIE,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Liechtenstein,LIE,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Liechtenstein,LIE,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Liechtenstein,LIE,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Liechtenstein,LIE,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Liechtenstein,LIE,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Lithuania,LTU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Lithuania,LTU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,79.72258277,..,..
Lithuania,LTU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,82.9925994873047,..,..
Lithuania,LTU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,17.3505992889404,..,..
Lithuania,LTU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,62.1099014282227,..,..
Lithuania,LTU,"Labor force, total",SL.TLF.TOTL.IN,1472661,1452952,..
Low & middle income,LMY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Low & middle income,LMY,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Low & middle income,LMY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Low & middle income,LMY,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Low & middle income,LMY,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Low & middle income,LMY,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Low & middle income,LMY,"Labor force, total",SL.TLF.TOTL.IN,2813710021,2844642799,..
Low income,LIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Low income,LIC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Low income,LIC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Low income,LIC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Low income,LIC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Low income,LIC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Low income,LIC,"Labor force, total",SL.TLF.TOTL.IN,288577241,297606490,..
Lower middle income,LMC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Lower middle income,LMC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Lower middle income,LMC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Lower middle income,LMC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,66.5820445229833,..,..
Lower middle income,LMC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,54.0691282750454,..,..
Lower middle income,LMC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,50.3297800725045,..,..
Lower middle income,LMC,"Labor force, total",SL.TLF.TOTL.IN,1169095579,1188934170,..
Luxembourg,LUX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Luxembourg,LUX,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Luxembourg,LUX,Internet users (per 100 people),IT.NET.USER.P2,97.06129871,..,..
Luxembourg,LUX,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,79.6592025756836,..,..
Luxembourg,LUX,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,37.5411987304688,..,..
Luxembourg,LUX,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,59.9851989746094,..,..
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN,302721,307314,..
"Macao SAR, China",MAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.7387,..,..
"Macao SAR, China",MAC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,928.17092,..,..
"Macao SAR, China",MAC,Internet users (per 100 people),IT.NET.USER.P2,83.79408961,..,..
"Macao SAR, China",MAC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
"Macao SAR, China",MAC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
"Macao SAR, China",MAC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
"Macao SAR, China",MAC,"Labor force, total",SL.TLF.TOTL.IN,385783,388405,..
Madagascar,MDG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.82549,..,..
Madagascar,MDG,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Madagascar,MDG,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Madagascar,MDG,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Madagascar,MDG,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Madagascar,MDG,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Madagascar,MDG,"Labor force, total",SL.TLF.TOTL.IN,13409202,13851805,..
Malawi,MWI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.71484,..,..
Malawi,MWI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Malawi,MWI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Malawi,MWI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Malawi,MWI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Malawi,MWI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Malawi,MWI,"Labor force, total",SL.TLF.TOTL.IN,7799084,8079173,..
Malaysia,MYS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.48126,4.16319,..
Malaysia,MYS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,6.58284,0,..
Malaysia,MYS,Internet users (per 100 people),IT.NET.USER.P2,81.20170665,..,..
Malaysia,MYS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Malaysia,MYS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Malaysia,MYS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Malaysia,MYS,"Labor force, total",SL.TLF.TOTL.IN,15381536,15673016,..
Maldives,MDV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Maldives,MDV,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,0,..
Maldives,MDV,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Maldives,MDV,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Maldives,MDV,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Maldives,MDV,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Maldives,MDV,"Labor force, total",SL.TLF.TOTL.IN,283491,296608,..
Mali,MLI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Mali,MLI,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Mali,MLI,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Mali,MLI,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,81.7218017578125,..,..
Mali,MLI,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,50.2813987731934,..,..
Mali,MLI,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,61.121898651123,..,..
Mali,MLI,"Labor force, total",SL.TLF.TOTL.IN,7086706,7334811,..
Malta,MLT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Malta,MLT,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Malta,MLT,Internet users (per 100 people),IT.NET.USER.P2,81.40313252,..,..
Malta,MLT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,85.6095962524414,..,..
Malta,MLT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,43.9990005493164,..,..
Malta,MLT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,71.201301574707,..,..
Malta,MLT,"Labor force, total",SL.TLF.TOTL.IN,235579,234587,..
Marshall Islands,MHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Marshall Islands,MHL,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,0,..
Marshall Islands,MHL,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Marshall Islands,MHL,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Marshall Islands,MHL,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Marshall Islands,MHL,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Marshall Islands,MHL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,1.89546,..
Mauritania,MRT,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,4.10455,..
Mauritania,MRT,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Mauritania,MRT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Mauritania,MRT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Mauritania,MRT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Mauritania,MRT,"Labor force, total",SL.TLF.TOTL.IN,1210148,1248504,..
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.83459,4.71935,..
Mauritius,MUS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,29.83058,30.9892,..
Mauritius,MUS,Internet users (per 100 people),IT.NET.USER.P2,58.5961697,..,..
Mauritius,MUS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,74.7270965576172,..,..
Mauritius,MUS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,53.4684982299805,..,..
Mauritius,MUS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,62.4077987670898,..,..
Mauritius,MUS,"Labor force, total",SL.TLF.TOTL.IN,608753,611703,..
Mayotte,MYT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Mayotte,MYT,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Mayotte,MYT,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Mayotte,MYT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Mayotte,MYT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Mayotte,MYT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Mayotte,MYT,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Mexico,MEX,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,65.77263448,..,..
Mexico,MEX,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,77.5091018676758,77.4854965209961,..
Mexico,MEX,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,56.9105987548828,57.5453987121582,..
Mexico,MEX,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,63.1497993469238,63.8283004760742,..
Mexico,MEX,"Labor force, total",SL.TLF.TOTL.IN,56253063,57142356,..
"Micronesia, Fed. Sts.",FSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
"Micronesia, Fed. Sts.",FSM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
"Micronesia, Fed. Sts.",FSM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
"Micronesia, Fed. Sts.",FSM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
"Micronesia, Fed. Sts.",FSM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
"Micronesia, Fed. Sts.",FSM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Middle East & North Africa,MEA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Middle East & North Africa,MEA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Middle East & North Africa,MEA,Internet users (per 100 people),IT.NET.USER.P2,64.8713179067899,..,..
Middle East & North Africa,MEA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Middle East & North Africa,MEA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Middle East & North Africa,MEA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Middle East & North Africa,MEA,"Labor force, total",SL.TLF.TOTL.IN,150094613,152677915,..
Middle East & North Africa (excluding high income),MNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Middle East & North Africa (excluding high income),MNA,Internet users (per 100 people),IT.NET.USER.P2,59.1146716782924,..,..
Middle East & North Africa (excluding high income),MNA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Middle East & North Africa (excluding high income),MNA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Middle East & North Africa (excluding high income),MNA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Middle East & North Africa (excluding high income),MNA,"Labor force, total",SL.TLF.TOTL.IN,116886513,118728689,..
Middle East & North Africa (IDA & IBRD countries),TMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Middle income,MIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Middle income,MIC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Middle income,MIC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Middle income,MIC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Middle income,MIC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Middle income,MIC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Middle income,MIC,"Labor force, total",SL.TLF.TOTL.IN,2525132780,2547036309,..
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.43973,..,..
Moldova,MDA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,8.68846,..,..
Moldova,MDA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Moldova,MDA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,58.3648986816406,..,..
Moldova,MDA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,37.4281997680664,..,..
Moldova,MDA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,47.3476982116699,..,..
Moldova,MDA,"Labor force, total",SL.TLF.TOTL.IN,988570,1281378,..
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Monaco,MCO,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,40.68338,..
Monaco,MCO,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Monaco,MCO,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Monaco,MCO,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Monaco,MCO,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Monaco,MCO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Mongolia,MNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Mongolia,MNG,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Mongolia,MNG,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Mongolia,MNG,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,67.3252029418945,..,..
Mongolia,MNG,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,48.7167015075684,..,..
Mongolia,MNG,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,58.6236000061035,..,..
Mongolia,MNG,"Labor force, total",SL.TLF.TOTL.IN,1319351,1331968,..
Montenegro,MNE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Montenegro,MNE,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Montenegro,MNE,Internet users (per 100 people),IT.NET.USER.P2,71.517253,..,..
Montenegro,MNE,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,79.617301940918,..,..
Montenegro,MNE,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,24.941499710083,..,..
Montenegro,MNE,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,60.6777000427246,..,..
Montenegro,MNE,"Labor force, total",SL.TLF.TOTL.IN,277016,277659,..
Morocco,MAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Morocco,MAR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Morocco,MAR,Internet users (per 100 people),IT.NET.USER.P2,64.80386519,..,..
Morocco,MAR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Morocco,MAR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Morocco,MAR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Morocco,MAR,"Labor force, total",SL.TLF.TOTL.IN,11918297,12067706,..
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.49985,..,..
Mozambique,MOZ,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Mozambique,MOZ,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Mozambique,MOZ,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Mozambique,MOZ,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Mozambique,MOZ,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Mozambique,MOZ,"Labor force, total",SL.TLF.TOTL.IN,12772428,13192926,..
Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.92289,1.93208,..
Myanmar,MMR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,26.21288,101.10281,..
Myanmar,MMR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Myanmar,MMR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,66.8115997314453,..,..
Myanmar,MMR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,66.1613998413086,..,..
Myanmar,MMR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,45.8586006164551,..,..
Myanmar,MMR,"Labor force, total",SL.TLF.TOTL.IN,24470007,24690666,..
Namibia,NAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Namibia,NAM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Namibia,NAM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Namibia,NAM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,79.005500793457,..,..
Namibia,NAM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,50.6445999145508,..,..
Namibia,NAM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,60.8442993164063,..,..
Namibia,NAM,"Labor force, total",SL.TLF.TOTL.IN,911498,937065,..
Nauru,NRU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Nauru,NRU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Nauru,NRU,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Nauru,NRU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Nauru,NRU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Nauru,NRU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Nauru,NRU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.10207,..,..
Nepal,NPL,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Nepal,NPL,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Nepal,NPL,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Nepal,NPL,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Nepal,NPL,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Nepal,NPL,"Labor force, total",SL.TLF.TOTL.IN,16359487,16885870,..
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Netherlands,NLD,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
