Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Vietnam,VNM,5.91789675,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,West Bank and Gaza,PSE,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,World,WLD,9.858369094,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Yemen, Rep.",YEM,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Zambia,ZMB,4.93484306,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Zimbabwe,ZWE,4.73433113,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Afghanistan,AFG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Africa Eastern and Southern,AFE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Africa Western and Central,AFW,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Albania,ALB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Algeria,DZA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,American Samoa,ASM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Andorra,AND,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Angola,AGO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Antigua and Barbuda,ATG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Arab World,ARB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Argentina,ARG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Armenia,ARM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Aruba,ABW,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Australia,AUS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Austria,AUT,7.27,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Azerbaijan,AZE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Bahamas, The",BHS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bahrain,BHR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bangladesh,BGD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Barbados,BRB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belarus,BLR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belgium,BEL,5.62,5.58,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belize,BLZ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Benin,BEN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bermuda,BMU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bhutan,BTN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bolivia,BOL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bosnia and Herzegovina,BIH,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Botswana,BWA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brazil,BRA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,British Virgin Islands,VGB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brunei Darussalam,BRN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bulgaria,BGR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burkina Faso,BFA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burundi,BDI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cabo Verde,CPV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cambodia,KHM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cameroon,CMR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Canada,CAN,2.55,2.52,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Caribbean small states,CSS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cayman Islands,CYM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central African Republic,CAF,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central Europe and the Baltics,CEB,6.422667075,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chad,TCD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Channel Islands,CHI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chile,CHL,2.06,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,China,CHN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Colombia,COL,1.71,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Comoros,COM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Dem. Rep.",COD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Rep.",COG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Costa Rica,CRI,1.11,1.1,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cote d'Ivoire,CIV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Croatia,HRV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cuba,CUB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Curacao,CUW,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cyprus,CYP,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Czech Republic,CZE,6.62,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Denmark,DNK,2.43,2.6,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Djibouti,DJI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominica,DMA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Dominican Republic,DOM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Early-demographic dividend,EAR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific,EAS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ecuador,ECU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Egypt, Arab Rep.",EGY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,El Salvador,SLV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Equatorial Guinea,GNQ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eritrea,ERI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Estonia,EST,4.57,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Eswatini,SWZ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ethiopia,ETH,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Euro area,EMU,4.277151119,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia,ECS,4.713237418,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,European Union,EUU,4.593965981,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Faroe Islands,FRO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fiji,FJI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Finland,FIN,3.61,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Fragile and conflict affected situations,FCS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,France,FRA,5.91,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,French Polynesia,PYF,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gabon,GAB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Gambia, The",GMB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Georgia,GEO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Germany,DEU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ghana,GHA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Gibraltar,GIB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greece,GRC,4.2,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Greenland,GRL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Grenada,GRD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guam,GUM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guatemala,GTM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea,GIN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guinea-Bissau,GNB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Guyana,GUY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Haiti,HTI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,High income,HIC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Honduras,HND,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Hong Kong SAR, China",HKG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Hungary,HUN,7.01,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IBRD only,IBD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iceland,ISL,2.87,2.83,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA & IBRD total,IBT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA blend,IDB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA only,IDX,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,IDA total,IDA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,India,IND,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Indonesia,IDN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Iran, Islamic Rep.",IRN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Iraq,IRQ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ireland,IRL,2.97,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Isle of Man,IMN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Israel,ISR,2.98,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Italy,ITA,3.14,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Jamaica,JAM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Japan,JPN,12.98,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Jordan,JOR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kazakhstan,KAZ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kenya,KEN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kiribati,KIR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Korea, Rep.",KOR,12.43,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kosovo,XKX,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kuwait,KWT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Kyrgyz Republic,KGZ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lao PDR,LAO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Late-demographic dividend,LTE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & Caribbean,LCN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Latvia,LVA,5.49,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Least developed countries: UN classification,LDC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lebanon,LBN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lesotho,LSO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Liberia,LBR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Libya,LBY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Liechtenstein,LIE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lithuania,LTU,6.43,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Low & middle income,LMY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Low income,LIC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Lower middle income,LMC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Luxembourg,LUX,4.51,4.26,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Macao SAR, China",MAC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Madagascar,MDG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malawi,MWI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malaysia,MYS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Maldives,MDV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mali,MLI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Malta,MLT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Marshall Islands,MHL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mauritania,MRT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mauritius,MUS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mexico,MEX,0.98,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa,MEA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Middle income,MIC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Moldova,MDA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Monaco,MCO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mongolia,MNG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Montenegro,MNE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Morocco,MAR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Mozambique,MOZ,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Myanmar,MMR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Namibia,NAM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nauru,NRU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nepal,NPL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Netherlands,NLD,3.17,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,New Caledonia,NCL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,New Zealand,NZL,2.62,2.57,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nicaragua,NIC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Niger,NER,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Nigeria,NGA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,North America,NAC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,North Macedonia,MKD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Northern Mariana Islands,MNP,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Norway,NOR,3.53,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Not classified,INX,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,OECD members,OED,5.041098938,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Oman,OMN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Other small states,OSS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pacific island small states,PSS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pakistan,PAK,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Palau,PLW,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Panama,PAN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Papua New Guinea,PNG,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Paraguay,PRY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Peru,PER,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Philippines,PHL,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Poland,POL,6.54,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Portugal,PRT,3.45,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Post-demographic dividend,PST,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Pre-demographic dividend,PRE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Puerto Rico,PRI,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Qatar,QAT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Romania,ROU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Russian Federation,RUS,7.12,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Rwanda,RWA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Samoa,WSM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,San Marino,SMR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sao Tome and Principe,STP,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Saudi Arabia,SAU,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Senegal,SEN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Serbia,SRB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Seychelles,SYC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sierra Leone,SLE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Singapore,SGP,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sint Maarten (Dutch part),SXM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Slovak Republic,SVK,5.7,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Slovenia,SVN,4.43,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Small states,SST,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Solomon Islands,SLB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Somalia,SOM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Africa,ZAF,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Asia,SAS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Asia (IDA & IBRD),TSA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,South Sudan,SSD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Spain,ESP,2.97,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sri Lanka,LKA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Kitts and Nevis,KNA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Lucia,LCA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Martin (French part),MAF,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,St. Vincent and the Grenadines,VCT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa,SSF,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sudan,SDN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Suriname,SUR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Sweden,SWE,2.14,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Switzerland,CHE,4.63,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Syrian Arab Republic,SYR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tajikistan,TJK,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tanzania,TZA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Thailand,THA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Timor-Leste,TLS,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Togo,TGO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tonga,TON,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Trinidad and Tobago,TTO,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tunisia,TUN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turkey,TUR,2.85,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turkmenistan,TKM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Turks and Caicos Islands,TCA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Tuvalu,TUV,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uganda,UGA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Ukraine,UKR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United Arab Emirates,ARE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United Kingdom,GBR,2.5,2.46,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,United States,USA,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Upper middle income,UMC,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uruguay,URY,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Uzbekistan,UZB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Vanuatu,VUT,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Venezuela, RB",VEN,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Vietnam,VNM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Virgin Islands (U.S.),VIR,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,West Bank and Gaza,PSE,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,World,WLD,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Yemen, Rep.",YEM,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Zambia,ZMB,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Zimbabwe,ZWE,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Afghanistan,AFG,192.532,188.839,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Africa Eastern and Southern,AFE,217.2181992,213.5119421,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Africa Western and Central,AFW,283.0001505,279.4317475,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Albania,ALB,49.486,49.088,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Algeria,DZA,80.672,79.539,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,American Samoa,ASM,..,..,..
